


















"Leg Type","Leg Origin Airport","Leg Destination Airport","Leg Operating Airline","Origin Airport","Origin City Name","Destination Airport","Destination City Name","Cabin Class","Year","Month","Leg 2","Leg 3","Leg 4","Leg 1 Operating Airline","Leg 2 Operating Airline","Leg 3 Operating Airline","Leg 4 Operating Airline","Passengers","OD Avg. Base Fare(USD)","OD Base Revenue(USD)","Leg Avg. Base Fare (USD) Stline","Leg Base Revenue (USD) Stline"
"BEHIND","KUL","NRT","MH","SIN","SINGAPORE","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","173.37","169.7","29420","160.84","27885"
"BEHIND","KUL","NRT","JL","LGK","LANGKAWI","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","171.1","444.07","75981","409.6","70082"
"BEHIND","KUL","NRT","JL","BKK","BANGKOK","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","171","267.8","45794","218.55","37371"
"BEHIND","KUL","NRT","MH","MAA","CHENNAI","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","159.56","496.87","79281","334.52","53376"
"BEHIND","KUL","NRT","MH","ADL","ADELAIDE","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","157.32","270.92","42621","132.16","20792"
"BEHIND","KUL","NRT","MH","KCH","KUCHING","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","142.87","420.08","60017","356.24","50896"
"BEHIND","KUL","NRT","JL","DPS","DENPASAR BALI","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","116.73","326.69","38135","239.62","27970"
"BEHIND","KUL","NRT","MH","RGN","YANGON","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","112.6","244.91","27577","186.74","21027"
"BEHIND","KUL","NRT","MH","PEN","PENANG","NRT","TOKYO","Business","2019","1","KUL","   ","   ","MH","MH","  ","  ","103.91","907.08","94254","844.14","87715"
"BEHIND","KUL","NRT","JL","CMB","COLOMBO","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","UL","JL","  ","  ","82.2","354.42","29134","243.31","20000"
"BEHIND","KUL","NRT","MH","SUB","SURABAYA","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","78.64","218.47","17180","167.23","13151"
"BEHIND","KUL","NRT","JL","HKT","PHUKET","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","75.3","201.37","15163","178.14","13414"
"BEHIND","KUL","NRT","JL","KTM","KATHMANDU","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","75.04","243.39","18264","151.63","11378"
"BEHIND","KUL","NRT","JL","DAC","DHAKA","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","66.09","325.13","21488","218.39","14433"
"BEHIND","KUL","NRT","MH","JHB","JOHOR BAHRU","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","63.42","262.4","16641","250.54","15889"
"BEHIND","KUL","NRT","JL","PEN","PENANG","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","60.8","597.82","36347","563.95","34288"
"BEHIND","KUL","NRT","JL","KTM","KATHMANDU","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","OD","JL","  ","  ","59.44","185.68","11037","115.66","6875"
"BEHIND","KUL","NRT","MH","SGN","HO CHI MINH CITY","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","55.9","275.98","15427","230.97","12911"
"BEHIND","KUL","NRT","MH","KUA","KUANTAN","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","52.78","479.47","25307","462.35","24403"
"BEHIND","KUL","NRT","MH","SIN","SINGAPORE","NRT","TOKYO","Business","2019","1","KUL","   ","   ","MH","MH","  ","  ","51.85","359.93","18662","341.15","17689"
"BEHIND","KUL","NRT","JL","BLR","BENGALURU","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","46.91","628.08","29463","409.13","19192"
"BEHIND","KUL","NRT","MH","KNO","MEDAN","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","44.75","199.88","8945","188.53","8437"
"BEHIND","KUL","NRT","MH","BOM","MUMBAI","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","41.28","309.79","12788","185.95","7676"
"BEHIND","KUL","NRT","MH","DEL","DELHI","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","MH","  ","  ","40.92","312.53","12789","182.47","7467"
"BEHIND","KUL","NRT","JL","MAA","CHENNAI","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","40.55","388.91","15770","261.98","10623"
"BEHIND","KUL","NRT","JL","SIN","SINGAPORE","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","MI","JL","  ","  ","37.98","152.49","5791","144.56","5490"
"BEHIND","KUL","NRT","JL","LGK","LANGKAWI","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","37.89","555.71","21056","512.17","19406"
"LOCAL","KUL","NRT","MH","KUL","KUALA LUMPUR","NRT","TOKYO","First","2019","1","   ","   ","   ","MH","  ","  ","  ","37.32","219.29","8184","219.3","8184"
